,SAT01,SAT10,SAT11,SAT12,SAT13,SAT14,SAT15,SAT16,SAT17,SAT18,SAT19,SAT02,SAT20,SAT21,SAT22,SAT23,SAT24,SAT25,SAT26,SAT27,SAT28,SAT29,SAT03,SAT30,SAT31,SAT32,SAT33,SAT34,SAT35,SAT36,SAT37,SAT38,SAT39,SAT04,SAT40,SAT41,SAT42,SAT05,SAT06,SAT07,SAT08,SAT09,taxonomy
Otu841,0,3,1,9,2,8,5,14,0,4,0,3,1,13,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,6,0,0,0,1,5,11,4,6,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia-Paraburkholderia
Otu753,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4,Bacteria;Cyanobacteria;ML635J-21;uncultured bacterium
Otu996,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,6,2,0,3,0,6,3,0,0,0,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudohongiella;uncultured bacterium
Otu1138,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,3,2,1,0,2,1,3,0,1,0,0,0,0,4,0,0,0,0,1,1,2,0,1,2,0,1,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter;uncultured bacterium
Otu2822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae (Subgroup 4);11-24;uncultured bacterium
Otu1327,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteria;Actinobacteria;Frankiales
Otu2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;uncultured
Otu1136,0,1,0,7,2,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;uncultured;uncultured bacterium
Otu925,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;G55;uncultured bacterium
Otu2675,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,Bacteria;Chloroflexi;TK10;uncultured bacterium
Otu2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Bacteria;Cyanobacteria;Melainabacteria;Vampirovibrionales;uncultured bacterium
Otu3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter;uncultured bacterium
Otu2132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured
Otu752,1,2,0,0,0,1,0,0,2,1,2,0,0,0,0,0,2,3,3,1,1,0,6,0,4,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium
Otu3286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured Chloroflexi bacterium
Otu1334,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales
Otu2249,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured bacterium
Otu214,2,0,1,0,0,1,1,0,1,0,0,0,2,1,1,0,0,4,2,1,2,0,1,1,0,2,40,0,5,26,6,8,17,0,11,33,1,0,0,1,0,2,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae
Otu763,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,13,0,0,0,0,0,0,0,5,26,0,0,0,0,0,0,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;uncultured bacterium
Otu2363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;TK10
Otu3244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae (Subgroup 4);11-24
Otu2495,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;uncultured;uncultured bacterium
Otu847,0,3,1,0,0,2,0,8,2,2,1,1,0,2,9,4,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Ferruginibacter;uncultured bacterium
Otu2791,0,2,1,0,1,2,1,2,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,4,1,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium
Otu194,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,8,0,1,0,0,0,2,0,1,1,2,1,0,0,1,1,76,0,2,0,0,1,0,2,1,1,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis
Otu1923,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus;uncultured bacterium
Otu644,1,1,2,1,3,0,0,0,1,1,3,3,2,1,2,1,3,0,1,5,0,1,0,2,1,0,0,0,0,1,0,0,0,5,0,0,0,3,0,0,1,2,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae
Otu1602,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
Otu896,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,2,0,0,0,1,20,3,2,0,3,0,1,1,0,1,0,1,0,0,5,0,0,0,0,Bacteria;Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Quadrisphaera
Otu189,1,13,2,1,0,1,1,0,3,4,1,3,11,2,1,6,8,0,3,9,58,2,0,1,4,4,5,6,4,9,5,5,6,0,9,8,2,1,1,0,0,12,Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Domibacillus
Otu1371,0,1,1,5,1,1,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;DA111;uncultured bacterium
Otu2054,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Verrucosispora
Otu976,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured
Otu362,3,0,0,0,1,0,0,3,5,7,5,1,7,10,12,1,15,2,4,3,10,7,9,2,9,1,37,2,19,1,15,13,4,2,18,45,45,2,1,2,0,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Skermanella;uncultured bacterium
Otu3339,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Bacteria;Latescibacteria;uncultured bacterium
Otu2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Cyanobacteria;Cyanobacteria;SubsectionIV
Otu1745,0,0,1,1,1,5,4,3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales
Otu1960,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae (Subgroup 4);uncultured;uncultured bacterium
Otu2046,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,2,0,0,1,2,0,1,1,0,0,0,0,1,0,2,1,0,2,0,1,1,0,0,2,0,2,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Gemmata;uncultured bacterium
Otu2514,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
Otu2341,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;uncultured bacterium
Otu2823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,Bacteria;Acidobacteria;Subgroup 6;uncultured bacterium
Otu615,1,1,1,3,5,2,18,4,0,1,0,9,0,1,0,5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,16,2,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;uncultured;uncultured bacterium
Otu735,1,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,2,0,2,4,0,5,0,0,3,4,5,3,3,1,2,0,0,1,0,4,0,1,0,0,1,Bacteria;Chloroflexi;TK10;uncultured bacterium
Otu3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria;Chloroflexi
Otu1889,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1,3,3,0,2,3,1,2,3,3,0,1,1,0,1,0,0,2,1,1,2,1,0,0,3,0,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium
Otu3217,0,0,1,0,1,0,0,0,9,0,1,0,2,1,0,0,1,1,3,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Afipia;uncultured bacterium
Otu1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;G55;uncultured bacterium
Otu2212,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae
Otu431,0,4,0,0,3,0,1,4,5,9,6,0,3,2,9,5,15,0,3,2,3,4,4,0,12,1,1,5,1,2,1,2,4,2,3,0,0,2,1,1,0,3,Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;uncultured bacterium
Otu118,8,14,5,4,4,0,0,10,14,10,2,3,8,11,10,10,6,3,14,8,7,6,17,8,4,9,6,6,17,11,8,15,14,7,17,5,4,9,0,3,7,10,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;JG34-KF-161
Otu3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae (Subgroup 4);11-24;uncultured bacterium
Otu1088,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,3,2,1,2,1,2,0,1,0,0,5,1,2,3,5,0,0,2,1,7,2,0,0,0,1,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales
Otu3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Bacteria;Firmicutes;Clostridia
Otu3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,Bacteria;Armatimonadetes;uncultured;uncultured bacterium
Otu1333,2,2,0,0,0,1,0,0,0,1,3,1,2,0,3,0,1,0,0,5,0,0,1,3,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,2,1,2,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
Otu1957,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,Bacteria;Chloroflexi
Otu353,0,0,0,0,1,0,0,1,0,6,0,0,6,1,4,3,10,0,2,1,2,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,6,1,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Elev-16S-1332;uncultured bacterium
Otu106,35,12,1,1,0,2,3,10,33,11,13,4,3,4,18,11,30,14,12,17,18,9,59,5,10,10,10,10,13,15,8,10,4,3,31,15,12,4,0,2,11,14,Bacteria;Acidobacteria;Subgroup 6
Otu1128,0,4,6,7,17,13,46,9,0,0,0,3,2,1,4,1,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,1,10,11,2,4,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter
Otu2378,0,0,1,0,3,8,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;uncultured;uncultured bacterium
Otu2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium
Otu1009,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,5,0,0,8,1,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,Bacteria;Chloroflexi;TK10;uncultured bacterium
Otu3151,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium
Otu2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium
Otu1313,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;uncultured;uncultured bacterium
Otu1806,1,0,1,3,1,1,1,0,1,2,1,1,0,0,1,2,0,0,1,1,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,5,Bacteria;Elusimicrobia;Elusimicrobia;Lineage IIa;uncultured bacterium
Otu1540,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium
Otu1553,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,17,0,1,0,0,0,0,1,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Azospirillum
Otu1962,0,0,0,2,1,1,0,0,1,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Gemmata
Otu2712,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;uncultured bacterium
Otu923,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,3,0,0,0,21,0,3,0,0,0,0,1,3,2,0,6,0,1,3,7,2,0,0,0,0,0,Bacteria;Acidobacteria;Holophagae;Subgroup 7;uncultured bacterium
Otu2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;uncultured bacterium
Otu443,0,1,2,13,4,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,6,7,1,Bacteria;Proteobacteria;Betaproteobacteria;SC-I-84
Otu654,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,0,1,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,Bacteria;Chloroflexi;TK10;uncultured bacterium
Otu2929,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,1,2,0,0,1,1,1,2,4,0,2,1,0,0,1,3,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium
Otu726,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,4,0,3,4,1,3,1,0,0,1,0,0,0,0,0,0,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;uncultured bacterium
Otu394,3,10,8,7,25,4,7,16,1,13,36,7,4,11,15,17,6,4,1,32,5,6,2,11,18,3,2,4,4,9,4,5,4,1,5,1,4,8,3,7,5,10,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;uncultured bacterium
Otu1681,0,0,5,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,7,1,0,5,2,3,0,1,3,1,1,0,0,0,4,0,0,0,2,1,0,0,1,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium
Otu3255,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Nitrolancea;uncultured bacterium
Otu1876,1,1,0,0,0,1,0,0,1,1,0,0,6,1,0,4,0,0,4,0,2,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;TK10;uncultured bacterium
Otu1114,2,2,0,0,1,1,0,0,5,9,9,2,6,9,10,1,11,2,16,7,6,4,4,5,3,5,9,5,11,7,0,8,8,4,5,7,6,1,0,0,0,6,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;uncultured bacterium
Otu2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae
Otu1249,2,1,2,2,0,0,0,3,1,3,0,1,2,7,6,0,2,2,0,0,4,0,2,1,0,2,1,0,0,2,2,0,0,2,0,0,1,1,0,2,3,1,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Elev-16S-1332;uncultured bacterium
Otu3218,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,2,Bacteria;Planctomycetes;vadinHA49;uncultured bacterium
Otu660,6,0,0,0,0,0,0,0,6,2,15,0,6,0,1,1,1,0,3,2,1,7,3,0,1,1,2,9,3,3,8,4,1,1,0,0,7,0,0,0,0,0,Bacteria;Chloroflexi;Ktedonobacteria;C0119;uncultured bacterium
Otu3061,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;uncultured bacterium
Otu2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Armatimonadetes;uncultured;uncultured bacterium
Otu236,4,0,0,0,0,0,0,0,6,0,0,1,1,1,1,0,1,1,3,0,0,2,6,0,4,5,1,2,4,7,1,5,0,0,3,0,13,0,0,1,0,0,Bacteria;FBP;uncultured bacterium
Otu2625,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured bacterium
Otu2476,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae
Otu1059,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,3,2,6,8,1,6,0,1,0,1,0,0,0,0,0,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae
Otu740,2,6,3,1,0,0,2,0,16,3,7,3,5,3,2,2,2,6,4,1,5,0,3,3,0,1,6,1,3,3,5,1,0,5,2,5,1,1,1,1,1,9,Bacteria;Acidobacteria;Holophagae;Subgroup 7
Otu659,1,3,5,0,0,0,2,1,6,1,2,0,3,1,1,2,2,3,2,0,3,1,8,3,0,2,3,4,9,1,1,3,0,1,2,6,4,0,0,0,0,2,Bacteria;Gemmatimonadetes;S0134 terrestrial group;uncultured bacterium
Otu1874,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
Otu1504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteria;Nitriliruptoria;Euzebyales;Euzebyaceae;uncultured;uncultured bacterium
Otu2763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae
Otu2936,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
Otu1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae
Otu989,1,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Thermomicrobia;JG30-KF-CM45;uncultured bacterium
Otu251,0,1,7,22,17,17,28,13,2,0,0,12,2,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,1,10,24,10,2,1,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter;uncultured bacterium
Otu3143,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales
