,SAT01,SAT10,SAT11,SAT12,SAT13,SAT14,SAT15,SAT16,SAT17,SAT18,SAT19,SAT02,SAT20,SAT21,SAT22,SAT23,SAT24,SAT25,SAT26,SAT27,SAT28,SAT29,SAT03,SAT30,SAT31,SAT32,SAT33,SAT34,SAT35,SAT36,SAT37,SAT38,SAT39,SAT04,SAT40,SAT41,SAT42,SAT05,SAT06,SAT07,SAT08,SAT09,taxonomy
Otu104,40,35,19,4,2,1,2,2,56,13,19,5,27,17,14,21,24,4,21,19,16,20,63,6,13,1,2,12,5,3,2,4,1,7,4,5,1,8,0,5,5,31,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae (Subgroup 4);RB41
Otu1729,4,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,2,0,1,1,0,0,2,0,1,0,1,0,1,1,0,1,0,0,2,0,3,0,0,0,0,0,Bacteria;Chlorobi;Chlorobia;Chlorobiales;OPB56;uncultured bacterium
Otu1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,8,0,0,0,1,6,0,0,0,0,0,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter;uncultured bacterium
Otu2985,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium
Otu283,39,4,0,0,1,1,1,0,1,3,3,0,2,0,0,0,3,52,6,1,8,34,37,1,1,66,17,20,63,32,28,79,14,2,29,0,39,1,1,1,0,1,Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;uncultured bacterium
Otu385,0,0,4,8,8,2,10,5,1,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,9,2,1,1,Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Umezawaea;Umezawaea tangerina
Otu42,2,0,1,0,3,0,6,0,2,0,1,1,0,3,0,0,0,5,0,3,0,0,2,0,1,0,98,0,1,0,2,1,2,0,0,209,0,2,0,4,0,3,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea
Otu1038,0,0,0,0,0,1,1,0,0,0,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;DA101 soil group;uncultured bacterium
Otu3099,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,0,0,2,2,0,1,0,0,1,0,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus;uncultured bacterium
Otu1211,0,3,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured bacterium
Otu149,11,1,0,0,1,1,1,0,7,5,5,3,4,5,6,1,8,3,6,13,3,7,3,5,7,3,4,15,8,3,14,8,4,3,7,8,12,1,0,0,0,1,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Flavisolibacter;uncultured bacterium
Otu2599,1,0,0,2,0,0,2,1,1,1,0,2,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,1,Bacteria;Proteobacteria;Deltaproteobacteria;Oligoflexales;0319-6G20;uncultured bacterium
Otu91,0,5,11,9,7,3,7,16,0,0,2,15,2,11,0,9,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,39,1,0,0,1,20,7,12,8,Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);uncultured
Otu2752,0,2,0,0,2,1,0,2,0,1,0,0,0,3,9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,1,1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Lysinimonas
Otu3360,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,0,0,Bacteria;Chloroflexi;JG30-KF-CM66
Otu3170,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,1,0,1,0,0,0,0,0,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Isosphaera;uncultured bacterium
Otu2285,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;TK10;uncultured bacterium
Otu452,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,0,0,1,1,0,2,5,3,2,1,0,1,1,6,0,0,0,0,0,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;uncultured bacterium
Otu899,0,2,1,2,1,0,0,2,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,3,6,3,0,2,Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;uncultured
Otu1461,0,1,3,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales
Otu355,30,18,1,6,7,4,2,12,44,9,9,0,2,3,19,6,24,8,14,5,21,11,56,1,15,4,6,9,9,3,7,8,5,6,10,8,7,2,2,2,27,16,Bacteria;Acidobacteria;Subgroup 6
Otu1389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,2,0,3,2,0,0,1,0,10,1,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus;uncultured bacterium
Otu2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bacteria;Saccharibacteria;uncultured bacterium
Otu3155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,3,2,2,2,0,1,0,1,0,0,0,0,0,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces;uncultured bacterium
Otu1659,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,3,1,0,0,2,0,3,0,0,1,1,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillales Incertae Sedis;Candidatus Alysiosphaera;uncultured bacterium
Otu612,1,0,2,6,6,1,4,3,0,0,0,6,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,12,5,0,Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales
Otu3000,0,1,3,0,0,0,1,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;0319-6M6;uncultured bacterium
Otu151,0,0,0,0,1,0,0,0,6,6,11,0,2,6,4,0,0,0,19,30,9,4,0,4,7,0,0,5,1,0,0,0,2,0,0,1,1,0,0,2,0,0,Bacteria;Chloroflexi;TK10;uncultured bacterium
Otu2234,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter;uncultured bacterium
Otu1173,0,4,1,0,0,0,0,0,1,0,0,0,1,4,2,1,1,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria;Acidobacteria;Blastocatellia;Blastocatellales;Blastocatellaceae (Subgroup 4);11-24;uncultured bacterium
Otu105,0,10,6,76,10,27,10,17,0,0,0,3,0,1,0,6,2,0,2,0,0,0,0,1,1,0,1,0,0,1,1,2,0,45,0,0,2,1,21,27,16,13,Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);uncultured
Otu3105,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;JG37-AG-4;uncultured bacterium
Otu1080,0,0,0,1,2,5,5,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae
Otu1515,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,1,1,2,1,0,1,0,4,8,4,0,0,0,1,0,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter;uncultured bacterium
Otu583,0,2,2,2,3,3,0,1,2,1,1,0,1,9,4,5,4,0,0,0,1,0,2,1,1,1,14,6,1,1,0,0,1,2,1,12,1,1,0,0,2,3,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Niastella
Otu3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Armatimonadetes;uncultured;uncultured bacterium
Otu2628,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bacteria;Planctomycetes;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;uncultured bacterium
Otu2015,3,3,1,0,0,0,0,4,0,3,0,0,0,3,0,1,4,3,0,0,0,0,3,0,5,2,5,1,0,4,0,1,0,0,1,7,0,1,0,0,1,0,Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces
Otu1921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,1,6,0,3,4,0,3,0,1,2,2,1,1,0,0,2,0,0,0,0,0,0,0,Bacteria;Chloroflexi;TK10;uncultured bacterium
Otu3057,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;DA111;uncultured bacterium
Otu2114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Armatimonadetes;uncultured;uncultured bacterium
Otu1454,0,0,0,1,0,0,0,0,4,0,1,0,1,1,1,0,2,0,0,2,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;TK10
Otu3184,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3);Bryobacter;uncultured bacterium
Otu1148,9,8,1,5,2,2,2,10,6,4,3,2,4,0,10,2,13,4,3,7,7,6,12,4,3,11,5,2,8,4,2,6,2,6,3,4,6,1,2,5,5,6,Bacteria;Acidobacteria;Subgroup 6;uncultured Acidobacteriales bacterium
Otu471,0,1,7,22,24,12,52,7,0,1,0,2,3,1,0,3,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,2,3,0,0,0,3,6,4,1,4,Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Acidobacterium;uncultured Acidobacteria bacterium
Otu1998,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Cyanobacteria;Melainabacteria;Obscuribacterales;uncultured bacterium
Otu3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2,1,1,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus
Otu1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,Bacteria;Chloroflexi;Chloroflexia;Kallotenuales;AKIW781;uncultured bacterium
Otu279,1,6,28,33,12,18,30,13,3,7,6,22,6,15,3,16,2,2,1,8,1,1,0,7,2,0,3,1,0,0,1,1,1,15,2,3,0,16,24,22,4,3,Bacteria;Acidobacteria;Solibacteres;Solibacterales;Solibacteraceae (Subgroup 3);Candidatus Solibacter;uncultured bacterium
Otu63,0,16,10,26,17,23,22,14,2,8,1,8,3,19,1,7,1,0,0,0,0,1,1,1,0,0,3,1,0,0,0,0,0,8,1,7,0,5,6,3,7,14,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Aquincola
Otu2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
Otu1604,0,1,2,3,4,0,2,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,1,Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
Otu1489,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,0,2,1,0,1,0,1,0,1,0,0,2,0,0,0,3,0,3,0,0,0,0,0,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;uncultured
Otu381,0,1,0,1,0,2,0,0,2,4,3,1,19,11,5,1,7,1,2,10,4,1,2,17,13,3,2,0,7,1,4,1,2,2,3,2,15,2,0,3,0,2,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;uncultured
Otu286,9,3,1,0,0,0,0,0,7,7,5,1,5,3,2,2,5,3,12,3,6,6,5,3,6,1,2,8,8,8,5,3,3,1,9,0,7,1,0,0,0,5,Bacteria;Actinobacteria;MB-A2-108;uncultured bacterium
Otu1208,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bacteria;Chloroflexi;Gitt-GS-136
Otu2789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Gemmatimonadetes;Longimicrobia;Longimicrobiales;Longimicrobiaceae;uncultured bacterium
Otu764,0,3,0,0,0,2,1,2,1,5,1,0,1,2,3,1,1,0,0,0,0,0,2,1,2,0,8,2,0,1,0,0,0,2,6,7,1,0,0,1,0,1,Bacteria;Chloroflexi;KD4-96;uncultured bacterium
Otu500,0,1,8,0,6,15,3,0,0,1,6,7,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,11,2,0,1,3,66,1,1,0,Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales
Otu2804,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Chloroflexi;JG30-KF-CM66
Otu1245,0,4,0,1,4,3,1,3,2,1,0,1,0,0,2,2,2,0,3,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,1,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured
Otu1350,0,4,1,0,1,1,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;uncultured
Otu3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,3,0,1,0,0,0,0,1,0,0,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus;uncultured bacterium
Otu3074,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria;Armatimonadetes;uncultured;uncultured bacterium
Otu1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae
Otu2141,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,3,0,1,0,0,1,0,0,Bacteria;Chloroflexi;Thermomicrobia;JG30-KF-CM45;uncultured bacterium
Otu2698,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,1,0,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Bacteria;Chloroflexi;KD4-96;uncultured bacterium
Otu338,1,0,7,2,1,5,12,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,20,0,0,0,Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium
Otu2681,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces
Otu2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Paracoccus;uncultured bacterium
Otu2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);uncultured;uncultured bacterium
