,SAT01,SAT10,SAT11,SAT12,SAT13,SAT14,SAT15,SAT16,SAT17,SAT18,SAT19,SAT02,SAT20,SAT21,SAT22,SAT23,SAT24,SAT25,SAT26,SAT27,SAT28,SAT29,SAT03,SAT30,SAT31,SAT32,SAT33,SAT34,SAT35,SAT36,SAT37,SAT38,SAT39,SAT04,SAT40,SAT41,SAT42,SAT05,SAT06,SAT07,SAT08,SAT09
Otu1602,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu896,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,2,0,0,0,1,20,3,2,0,3,0,1,1,0,1,0,1,0,0,5,0,0,0,0
Otu189,1,13,2,1,0,1,1,0,3,4,1,3,11,2,1,6,8,0,3,9,58,2,0,1,4,4,5,6,4,9,5,5,6,0,9,8,2,1,1,0,0,12
Otu1371,0,1,1,5,1,1,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Otu2054,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu976,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Otu362,3,0,0,0,1,0,0,3,5,7,5,1,7,10,12,1,15,2,4,3,10,7,9,2,9,1,37,2,19,1,15,13,4,2,18,45,45,2,1,2,0,2
Otu3339,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Otu2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1745,0,0,1,1,1,5,4,3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
Otu1960,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
Otu2046,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,2,0,0,1,2,0,1,1,0,0,0,0,1,0,2,1,0,2,0,1,1,0,0,2,0,2
Otu2514,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Otu2341,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Otu2823,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0
Otu615,1,1,1,3,5,2,18,4,0,1,0,9,0,1,0,5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,16,2
Otu735,1,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,2,0,2,4,0,5,0,0,3,4,5,3,3,1,2,0,0,1,0,4,0,1,0,0,1
Otu3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Otu1889,1,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1,3,3,0,2,3,1,2,3,3,0,1,1,0,1,0,0,2,1,1,2,1,0,0,3,0
Otu3217,0,0,1,0,1,0,0,0,9,0,1,0,2,1,0,0,1,1,3,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Otu1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu2212,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0
Otu431,0,4,0,0,3,0,1,4,5,9,6,0,3,2,9,5,15,0,3,2,3,4,4,0,12,1,1,5,1,2,1,2,4,2,3,0,0,2,1,1,0,3
Otu118,8,14,5,4,4,0,0,10,14,10,2,3,8,11,10,10,6,3,14,8,7,6,17,8,4,9,6,6,17,11,8,15,14,7,17,5,4,9,0,3,7,10
Otu3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1088,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,3,2,1,2,1,2,0,1,0,0,5,1,2,3,5,0,0,2,1,7,2,0,0,0,1
Otu3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Otu3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
Otu1333,2,2,0,0,0,1,0,0,0,1,3,1,2,0,3,0,1,0,0,5,0,0,1,3,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,2,1,2
Otu1957,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0
Otu353,0,0,0,0,1,0,0,1,0,6,0,0,6,1,4,3,10,0,2,1,2,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,6,1
Otu106,35,12,1,1,0,2,3,10,33,11,13,4,3,4,18,11,30,14,12,17,18,9,59,5,10,10,10,10,13,15,8,10,4,3,31,15,12,4,0,2,11,14
Otu1128,0,4,6,7,17,13,46,9,0,0,0,3,2,1,4,1,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,1,10,11,2,4
Otu2378,0,0,1,0,3,8,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Otu2008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Otu1009,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,5,0,0,8,1,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0
Otu3151,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Otu2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1313,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
Otu1806,1,0,1,3,1,1,1,0,1,2,1,1,0,0,1,2,0,0,1,1,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,5
Otu1540,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1
Otu1553,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,17,0,1,0,0,0,0,1,0,0
Otu1962,0,0,0,2,1,1,0,0,1,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Otu2712,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Otu923,0,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,3,0,0,0,21,0,3,0,0,0,0,1,3,2,0,6,0,1,3,7,2,0,0,0,0,0
Otu2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Otu443,0,1,2,13,4,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,6,7,1
Otu654,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,0,1,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0
Otu2929,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,1,2,0,0,1,1,1,2,4,0,2,1,0,0,1,3,0,0,0,0,0
Otu726,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,4,0,3,4,1,3,1,0,0,1,0,0,0,0,0,0
Otu394,3,10,8,7,25,4,7,16,1,13,36,7,4,11,15,17,6,4,1,32,5,6,2,11,18,3,2,4,4,9,4,5,4,1,5,1,4,8,3,7,5,10
Otu1681,0,0,5,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,7,1,0,5,2,3,0,1,3,1,1,0,0,0,4,0,0,0,2,1,0,0,1
Otu3255,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1876,1,1,0,0,0,1,0,0,1,1,0,0,6,1,0,4,0,0,4,0,2,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Otu1114,2,2,0,0,1,1,0,0,5,9,9,2,6,9,10,1,11,2,16,7,6,4,4,5,3,5,9,5,11,7,0,8,8,4,5,7,6,1,0,0,0,6
Otu2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
Otu1249,2,1,2,2,0,0,0,3,1,3,0,1,2,7,6,0,2,2,0,0,4,0,2,1,0,2,1,0,0,2,2,0,0,2,0,0,1,1,0,2,3,1
Otu3218,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,2
Otu660,6,0,0,0,0,0,0,0,6,2,15,0,6,0,1,1,1,0,3,2,1,7,3,0,1,1,2,9,3,3,8,4,1,1,0,0,7,0,0,0,0,0
Otu3061,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
Otu2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu236,4,0,0,0,0,0,0,0,6,0,0,1,1,1,1,0,1,1,3,0,0,2,6,0,4,5,1,2,4,7,1,5,0,0,3,0,13,0,0,1,0,0
Otu2625,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Otu2476,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1059,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,3,2,6,8,1,6,0,1,0,1,0,0,0,0,0
Otu740,2,6,3,1,0,0,2,0,16,3,7,3,5,3,2,2,2,6,4,1,5,0,3,3,0,1,6,1,3,3,5,1,0,5,2,5,1,1,1,1,1,9
Otu659,1,3,5,0,0,0,2,1,6,1,2,0,3,1,1,2,2,3,2,0,3,1,8,3,0,2,3,4,9,1,1,3,0,1,2,6,4,0,0,0,0,2
Otu1874,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
Otu1504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0
Otu2763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Otu2936,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
Otu1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
Otu989,1,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Otu251,0,1,7,22,17,17,28,13,2,0,0,12,2,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,1,10,24,10,2,1
Otu3143,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1893,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Otu2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
Otu1221,0,4,0,3,4,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5,8,1,5
Otu1154,0,3,3,1,10,2,5,2,1,0,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,4,4,2,0,3
Otu1508,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1723,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Otu1565,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Otu586,2,0,0,0,0,1,0,0,0,1,0,0,1,1,3,0,0,0,2,0,5,1,2,1,2,1,2,4,1,5,2,1,6,0,11,4,3,0,0,1,0,0
Otu3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Otu538,3,0,1,0,3,0,0,1,1,1,2,2,4,5,4,1,7,1,9,0,6,1,0,0,0,1,4,4,4,6,4,8,0,0,7,0,2,0,0,0,0,1
Otu589,0,1,0,0,0,0,0,0,0,2,4,0,10,13,2,5,1,1,0,2,1,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1
Otu1073,0,0,3,4,0,2,7,2,0,0,1,2,0,0,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,1,5,1,0,2
Otu1283,4,0,0,0,1,1,0,0,1,0,2,1,0,2,0,0,1,1,0,1,1,1,0,3,2,0,4,1,4,9,8,2,3,0,2,5,2,0,0,0,0,0
Otu1680,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Otu472,0,0,0,0,0,0,0,0,4,1,0,0,3,1,0,0,2,0,4,3,3,4,0,0,6,0,0,5,0,0,6,1,0,0,0,0,1,0,0,0,0,0
Otu2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Otu2364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Otu875,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,11,0,0,0,0,1,0
Otu2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
Otu303,0,1,2,32,7,6,2,1,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,5,4,5,10,2
Otu621,4,0,0,0,2,0,0,0,1,2,1,1,1,0,2,2,0,5,5,0,0,3,2,0,1,7,3,1,10,16,4,8,4,1,9,1,6,1,0,0,1,0
Otu3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0
Otu1450,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Otu122,2,13,19,20,28,24,2,51,5,10,2,29,3,14,10,7,5,2,0,2,2,1,1,3,0,1,0,1,0,0,0,1,0,11,2,2,0,5,7,54,9,21
Otu360,0,2,1,7,0,2,0,5,1,2,0,1,0,1,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,14,4,2
Otu1751,0,0,0,0,2,2,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0
Otu1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Otu2531,1,0,0,0,2,3,0,1,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Otu484,14,6,1,0,0,2,0,0,20,7,12,10,6,6,8,10,9,2,23,23,9,3,8,25,4,14,6,12,7,6,10,8,11,2,15,8,10,6,2,2,2,10
Otu294,2,0,4,1,0,0,0,0,7,1,0,1,1,1,0,1,1,4,1,8,3,4,1,1,4,1,0,1,4,0,4,2,3,0,6,4,10,1,0,0,0,2
Otu1340,0,0,0,3,1,0,1,2,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,6,1
Otu486,0,1,1,0,7,1,0,7,0,3,0,4,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,2
Otu2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Otu2726,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Otu2970,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu361,7,1,1,0,0,1,0,2,3,1,1,0,0,0,1,0,0,6,10,1,1,4,7,1,1,12,31,3,6,12,9,16,3,0,21,79,9,0,0,0,0,0
Otu1596,0,1,0,1,3,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,11,1
Otu3246,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1
Otu3094,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
Otu1304,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu708,0,4,1,0,3,3,0,7,0,1,1,5,1,0,6,9,3,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,2,1,0,0,1,0,3,0,3
Otu1891,0,0,0,0,0,0,0,3,0,3,1,0,0,1,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Otu3109,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Otu3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,1,0,0,4,5,0,0,0,0,0,0
Otu2812,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,3,1,1
Otu2678,0,3,1,0,0,3,2,4,1,1,0,3,1,4,1,1,2,1,3,1,0,0,1,3,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,5,0
Otu550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,7,0,1,3,0,0,0,0,5,0,0,0,0,0
Otu1013,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Otu2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0
Otu1271,0,6,1,1,0,0,0,2,6,0,0,1,0,2,1,2,0,0,3,5,0,1,1,0,0,2,0,0,0,2,0,1,0,1,1,1,0,1,1,2,2,3
Otu2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3291,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Otu2395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Otu86,0,6,16,8,2,4,13,5,5,10,21,22,13,15,3,12,12,1,2,30,8,6,3,23,27,0,2,16,1,1,2,2,0,9,0,2,3,16,7,13,0,16
Otu2322,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
Otu391,0,2,2,1,2,0,0,11,0,6,2,1,2,5,4,16,3,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,3,0,1,0,1,1,5,5,5
Otu3238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0
Otu2068,0,1,0,0,0,0,0,0,0,1,0,2,3,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Otu778,0,4,2,0,0,0,0,1,1,0,1,1,5,3,2,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,0,3,0,0,1,0,0,1,3,6
Otu1552,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Otu771,0,1,1,3,1,5,4,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,3,1
Otu857,0,1,3,5,3,6,7,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,3
Otu3335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Otu102,30,10,9,3,4,4,3,12,39,17,32,4,25,26,14,13,13,28,30,32,37,34,39,15,21,20,11,23,36,32,10,15,17,6,31,8,22,11,1,3,6,10
Otu2181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0
Otu1116,0,0,3,1,0,3,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Otu1579,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu52,56,0,2,1,1,1,0,1,10,1,10,1,1,2,4,0,19,58,2,10,39,44,41,2,9,67,6,87,24,2,21,13,1,0,3,2,11,1,1,4,1,4
Otu504,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0
Otu2679,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Otu2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu762,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,0,0
Otu228,11,12,0,0,1,1,0,2,14,7,2,1,0,1,8,8,10,1,1,5,2,1,15,2,0,0,3,1,1,0,1,0,0,2,2,1,3,0,0,0,9,13
Otu1291,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,2,1,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Otu295,28,12,1,2,3,1,3,4,20,17,2,2,3,4,31,8,21,15,12,4,16,22,50,1,9,14,15,19,18,22,8,14,11,2,24,14,15,1,1,3,4,17
Otu2511,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
