,SAT01,SAT10,SAT11,SAT12,SAT13,SAT14,SAT15,SAT16,SAT17,SAT18,SAT19,SAT02,SAT20,SAT21,SAT22,SAT23,SAT24,SAT25,SAT26,SAT27,SAT28,SAT29,SAT03,SAT30,SAT31,SAT32,SAT33,SAT34,SAT35,SAT36,SAT37,SAT38,SAT39,SAT04,SAT40,SAT41,SAT42,SAT05,SAT06,SAT07,SAT08,SAT09
Otu529,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,2,0,1,0,0,46,8,1,9,0,3,24,6,0,0,0,0,0,3,0,1,0
Otu869,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Otu1376,33,9,2,0,1,0,2,4,27,39,89,4,87,15,25,8,29,58,59,33,30,43,21,20,42,55,49,12,43,57,29,60,39,2,50,49,35,6,4,2,3,17
Otu3299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
Otu2723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Otu2306,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0
Otu233,2,15,20,5,11,24,0,18,0,2,0,8,2,2,1,2,2,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,10,5,1,4,6
Otu2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Otu2195,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,3,0,0,0,2,0,0,0,0,0
Otu1935,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu220,3,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,5,6,1,1,2,1,0,0,17,4,3,13,26,6,17,0,0,8,4,5,0,1,0,0,0
Otu2403,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Otu323,0,0,1,1,0,0,0,1,1,6,3,0,2,1,0,0,3,0,7,10,11,5,0,7,12,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Otu2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,1,0,0,2,0,2,0,0,1,1,0,0,1
Otu2115,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu1808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Otu2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Otu517,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,2,3,6,4,1,21,1,0,1,0,2,0,0,0,0,0
Otu1456,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu464,2,6,0,0,0,0,0,0,6,12,11,6,21,3,4,8,11,13,13,10,6,6,2,5,11,18,9,3,6,12,14,11,4,0,7,6,4,0,0,0,2,0
Otu2771,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2
Otu1043,0,1,0,0,0,0,0,0,0,3,0,1,3,1,1,3,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Otu2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0
Otu661,0,1,0,0,0,0,0,1,0,0,5,0,3,1,0,1,10,0,0,1,0,0,8,0,2,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0
Otu844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0
Otu326,3,0,1,0,1,2,0,0,5,5,9,1,6,4,2,1,4,9,11,3,9,8,6,5,3,8,5,16,11,3,10,8,4,1,2,2,9,0,0,2,1,0
Otu3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Otu2745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Otu104,40,35,19,4,2,1,2,2,56,13,19,5,27,17,14,21,24,4,21,19,16,20,63,6,13,1,2,12,5,3,2,4,1,7,4,5,1,8,0,5,5,31
Otu1729,4,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,2,0,1,1,0,0,2,0,1,0,1,0,1,1,0,1,0,0,2,0,3,0,0,0,0,0
Otu1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,8,0,0,0,1,6,0,0,0,0,0
Otu2985,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
Otu283,39,4,0,0,1,1,1,0,1,3,3,0,2,0,0,0,3,52,6,1,8,34,37,1,1,66,17,20,63,32,28,79,14,2,29,0,39,1,1,1,0,1
Otu385,0,0,4,8,8,2,10,5,1,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,9,2,1,1
Otu42,2,0,1,0,3,0,6,0,2,0,1,1,0,3,0,0,0,5,0,3,0,0,2,0,1,0,98,0,1,0,2,1,2,0,0,209,0,2,0,4,0,3
Otu1038,0,0,0,0,0,1,1,0,0,0,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0
Otu3099,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,1,0,0,2,2,0,1,0,0,1,0
Otu1211,0,3,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Otu149,11,1,0,0,1,1,1,0,7,5,5,3,4,5,6,1,8,3,6,13,3,7,3,5,7,3,4,15,8,3,14,8,4,3,7,8,12,1,0,0,0,1
Otu2599,1,0,0,2,0,0,2,1,1,1,0,2,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,1
Otu91,0,5,11,9,7,3,7,16,0,0,2,15,2,11,0,9,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,39,1,0,0,1,20,7,12,8
Otu2752,0,2,0,0,2,1,0,2,0,1,0,0,0,3,9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,7,0,1,0,0,0,0,0,1,1
Otu3360,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,0,0
Otu3170,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,1,0,1,0,0,0,0,0
Otu2285,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu452,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,0,0,1,1,0,2,5,3,2,1,0,1,1,6,0,0,0,0,0
Otu899,0,2,1,2,1,0,0,2,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,3,6,3,0,2
Otu1461,0,1,3,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0
Otu355,30,18,1,6,7,4,2,12,44,9,9,0,2,3,19,6,24,8,14,5,21,11,56,1,15,4,6,9,9,3,7,8,5,6,10,8,7,2,2,2,27,16
Otu1389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,1,0,2,0,3,2,0,0,1,0,10,1,0,0,0,0
Otu2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otu3155,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,3,2,2,2,0,1,0,1,0,0,0,0,0
Otu1659,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,3,1,0,0,2,0,3,0,0,1,1,0
Otu612,1,0,2,6,6,1,4,3,0,0,0,6,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,12,5,0
Otu3000,0,1,3,0,0,0,1,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
Otu151,0,0,0,0,1,0,0,0,6,6,11,0,2,6,4,0,0,0,19,30,9,4,0,4,7,0,0,5,1,0,0,0,2,0,0,1,1,0,0,2,0,0
Otu2234,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0
Otu1173,0,4,1,0,0,0,0,0,1,0,0,0,1,4,2,1,1,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Otu105,0,10,6,76,10,27,10,17,0,0,0,3,0,1,0,6,2,0,2,0,0,0,0,1,1,0,1,0,0,1,1,2,0,45,0,0,2,1,21,27,16,13
Otu3105,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1080,0,0,0,1,2,5,5,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
Otu1515,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,1,1,2,1,0,1,0,4,8,4,0,0,0,1,0
Otu583,0,2,2,2,3,3,0,1,2,1,1,0,1,9,4,5,4,0,0,0,1,0,2,1,1,1,14,6,1,1,0,0,1,2,1,12,1,1,0,0,2,3
Otu3088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2628,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otu2015,3,3,1,0,0,0,0,4,0,3,0,0,0,3,0,1,4,3,0,0,0,0,3,0,5,2,5,1,0,4,0,1,0,0,1,7,0,1,0,0,1,0
Otu1921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,1,6,0,3,4,0,3,0,1,2,2,1,1,0,0,2,0,0,0,0,0,0,0
Otu3057,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1454,0,0,0,1,0,0,0,0,4,0,1,0,1,1,1,0,2,0,0,2,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Otu3184,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Otu1148,9,8,1,5,2,2,2,10,6,4,3,2,4,0,10,2,13,4,3,7,7,6,12,4,3,11,5,2,8,4,2,6,2,6,3,4,6,1,2,5,5,6
Otu471,0,1,7,22,24,12,52,7,0,1,0,2,3,1,0,3,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,2,3,0,0,0,3,6,4,1,4
Otu1998,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2,1,1,0,0,0,0,0,0,0,0,0
Otu1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0
Otu279,1,6,28,33,12,18,30,13,3,7,6,22,6,15,3,16,2,2,1,8,1,1,0,7,2,0,3,1,0,0,1,1,1,15,2,3,0,16,24,22,4,3
Otu63,0,16,10,26,17,23,22,14,2,8,1,8,3,19,1,7,1,0,0,0,0,1,1,1,0,0,3,1,0,0,0,0,0,8,1,7,0,5,6,3,7,14
Otu2673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu1604,0,1,2,3,4,0,2,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,1,1
Otu1489,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,0,2,1,0,1,0,1,0,1,0,0,2,0,0,0,3,0,3,0,0,0,0,0
Otu381,0,1,0,1,0,2,0,0,2,4,3,1,19,11,5,1,7,1,2,10,4,1,2,17,13,3,2,0,7,1,4,1,2,2,3,2,15,2,0,3,0,2
Otu286,9,3,1,0,0,0,0,0,7,7,5,1,5,3,2,2,5,3,12,3,6,6,5,3,6,1,2,8,8,8,5,3,3,1,9,0,7,1,0,0,0,5
Otu1208,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Otu2789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu764,0,3,0,0,0,2,1,2,1,5,1,0,1,2,3,1,1,0,0,0,0,0,2,1,2,0,8,2,0,1,0,0,0,2,6,7,1,0,0,1,0,1
Otu500,0,1,8,0,6,15,3,0,0,1,6,7,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,11,2,0,1,3,66,1,1,0
Otu2804,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu1245,0,4,0,1,4,3,1,3,2,1,0,1,0,0,2,2,2,0,3,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,1
Otu1350,0,4,1,0,1,1,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
Otu3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,3,0,1,0,0,0,0,1,0,0
Otu3074,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Otu1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Otu2141,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,3,0,1,0,0,1,0,0
Otu2698,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,1,0,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Otu338,1,0,7,2,1,5,12,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,20,0,0,0
Otu2681,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Otu2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Otu2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Otu2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
Otu1949,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1
Otu3240,0,0,0,1,0,0,1,0,0,1,0,0,1,2,3,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Otu3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0
Otu2787,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Otu1035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Otu1820,0,1,5,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1
Otu3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Otu2088,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Otu11,1,12,37,38,205,67,184,30,5,1,6,24,0,5,4,13,3,1,1,3,2,1,1,4,4,0,2,0,3,2,2,1,1,11,0,1,2,28,27,15,7,19
Otu795,0,5,4,3,1,5,0,5,1,1,0,0,2,1,1,0,2,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,1,3,0,0,0,1,1,0,7,1
Otu2826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Otu1653,0,0,1,2,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
Otu2408,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3242,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,5,1,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,1
Otu2352,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Otu2096,3,1,2,0,0,0,0,0,4,1,1,1,1,0,2,0,0,0,2,3,0,1,0,2,2,0,1,0,1,4,3,0,1,0,1,4,4,2,0,2,0,1
Otu3021,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Otu1433,0,1,3,5,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,5,0,1,2
Otu826,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,17,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Otu2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu203,0,18,17,37,14,36,20,47,1,0,0,5,0,0,1,11,1,0,3,1,1,0,1,2,1,0,0,0,2,3,0,1,1,20,0,2,1,4,20,25,9,17
Otu1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Otu1077,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu2484,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu3346,0,1,1,2,2,1,0,4,0,0,0,1,1,1,0,1,0,0,0,1,0,0,3,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,3,1,0,2
Otu2778,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Otu1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,2,0,0,5,1,0,3,1,0,0,0,0,4,0,0,0,0,0,0
Otu139,2,28,10,25,17,7,2,20,17,25,15,14,23,29,28,16,9,4,2,16,12,6,2,20,7,4,15,4,1,4,4,1,3,26,6,24,4,11,4,59,74,36
Otu3273,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
Otu1705,9,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,4,0,0,7,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
Otu166,2,2,0,0,0,1,0,0,10,6,2,0,3,0,2,0,2,0,2,4,0,1,0,3,2,5,53,0,8,3,4,6,12,2,11,85,6,0,0,1,1,0
Otu936,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,3,2,1,0,0,6,1,0,5,5,0,9,0,0,2,1,1,0,0,0,0,0
Otu2004,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Otu1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1478,7,0,0,0,0,0,0,0,1,2,2,0,3,0,0,0,4,4,2,2,6,12,6,1,5,5,1,2,5,2,1,3,2,0,3,0,10,0,0,1,0,0
Otu1618,3,2,0,0,0,3,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,9,3,2,6,1,1,0,0,2,0,0,0,0,0
Otu812,0,2,0,1,5,0,0,3,1,34,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2
Otu2749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Otu650,0,0,1,6,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
Otu1316,1,1,1,0,0,0,0,0,1,1,3,1,2,2,0,0,0,0,2,2,1,1,0,2,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
Otu2149,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1836,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Otu900,0,2,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,4,1
Otu2805,1,6,0,0,2,0,1,3,4,4,2,0,2,1,0,5,2,0,0,1,0,2,0,1,2,0,2,0,1,0,0,0,1,2,2,1,0,3,0,2,1,1
Otu2140,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2097,4,2,0,0,1,0,0,0,3,6,5,2,1,5,6,1,3,0,2,3,2,1,1,4,1,0,5,3,4,2,3,1,1,0,5,0,2,0,0,1,0,2
Otu2006,2,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,1,2,2,0,0,3,0,0,1,3,1,2,2,4,1,1,0,0,5,1,2,0,1,0,0,0
Otu2746,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1158,0,0,4,4,2,6,17,5,0,1,1,3,0,4,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,5,0,0,0,3,5,4,3,2
Otu2494,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
