,SAT01,SAT10,SAT11,SAT12,SAT13,SAT14,SAT15,SAT16,SAT17,SAT18,SAT19,SAT02,SAT20,SAT21,SAT22,SAT23,SAT24,SAT25,SAT26,SAT27,SAT28,SAT29,SAT03,SAT30,SAT31,SAT32,SAT33,SAT34,SAT35,SAT36,SAT37,SAT38,SAT39,SAT04,SAT40,SAT41,SAT42,SAT05,SAT06,SAT07,SAT08,SAT09
Otu1091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,7,0,0,1,0,2,0,6,4,0,0,0,0,2,0,1,0,0,0,0,0
Otu1860,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu1709,4,0,0,1,0,0,2,0,2,0,3,5,1,20,0,6,0,0,0,7,1,2,1,0,1,0,0,0,2,0,1,0,0,2,1,0,1,0,0,2,1,2
Otu1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Otu170,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,3,7,9,1,1,0,1,0,0,4,33,0,20,17,21,14,6,0,63,20,22,0,0,0,0,0
Otu448,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,3,6,7,1,11,0,1,4,4,12,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0
Otu785,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1
Otu2668,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1
Otu1211,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu601,1,7,0,1,0,1,1,0,1,1,2,2,3,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0
Otu1517,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
Otu1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Otu198,0,2,0,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Otu1890,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Otu1862,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Otu984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1
Otu1399,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1953,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1243,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu1999,5,7,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,5,1,2,2,0,1,12,3,3,3,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0
Otu2598,0,1,0,4,0,3,0,2,0,2,0,3,2,0,2,0,3,0,4,0,4,0,0,0,0,2,0,3,0,0,0,1,0,1,2,0,1,0,3,0,250,0
Otu1692,0,0,1,0,0,0,0,1,0,2,4,2,1,0,24,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0
Otu1495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu2249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0
Otu1186,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Otu1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Otu2184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0
Otu888,0,0,0,2,1,2,4,1,1,2,0,0,0,4,2,1,3,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,3,0,0,0,1,0,1,0,1
Otu1284,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu2074,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Otu545,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21,14,0,1,0,0,1,0,17,0,0,0,0,0
Otu1477,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13
Otu1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Otu1232,0,0,0,0,0,0,0,0,0,1,0,0,0,2,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Otu1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Otu43,19,42,18,21,8,21,16,15,17,28,24,13,26,43,27,46,62,389,110,33,170,30,15,27,32,62,40,208,73,582,69,145,64,50,267,313,24,10,15,12,18,19
Otu375,0,0,0,0,0,3,0,0,0,1,0,3,0,0,7,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,8,0,0
Otu2366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
Otu1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
Otu317,2,2,14,8,2,1,0,3,5,2,7,5,0,12,20,10,3,1,0,5,4,0,1,15,5,4,4,1,4,1,1,2,0,12,0,4,0,16,16,129,2,2
Otu1200,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu267,0,1,1,4,0,1,3,5,1,0,0,0,0,11,0,5,0,1,0,2,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,8
Otu404,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu509,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Otu1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
Otu954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,3,2,1,0,1,0,0,0,1,0,0,0,1,1
Otu1103,3,2,3,1,2,0,2,1,4,3,121,0,10,10,0,2,1,3,1,20,4,0,2,22,70,2,1,1,3,0,0,1,5,0,0,3,0,0,2,4,1,1
Otu169,3,6,115,77,59,27,23,19,4,10,1,4,3,5,10,6,0,1,0,6,1,3,19,2,13,2,1,1,1,2,3,1,2,23,1,2,0,4,8,70,24,16
Otu2087,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0
Otu1666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0
Otu980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otu1032,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,3,9,0,0,0,0,4,6,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0
Otu2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu523,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0
Otu2178,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otu1105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0
Otu411,58,20,4,1,2,0,0,0,9,6,5,12,3,3,1,3,0,1,0,1,12,0,0,25,3,1,0,9,23,4,0,0,2,0,10,1,2,0,13,4,0,11
Otu2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0
Otu2277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Otu951,0,1,0,1,0,0,0,0,2,0,1,0,0,0,11,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1377,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Otu1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,8,2,1,0,0,2,4,0,0,0,0,0
Otu1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2402,3,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,4,0,8,0,0,0,0,2,1,0,0,0,0,1,0,4,1,0,0,0
Otu1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,8,4,0,3,0,3,0,0,0,1,0,0,0
Otu2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otu802,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0
Otu1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu201,6,1,1,0,0,1,1,0,2,1,2,0,3,2,0,4,1,2,2,2,1,0,4,0,1,2,84,1,179,177,1,22,1,0,3,18,7,0,1,0,1,1
Otu217,2,4,3,3,1,6,2,1,9,9,12,1,5,11,15,3,22,4,4,5,9,3,1,6,6,8,24,2,15,5,26,8,1,6,8,1,28,2,2,7,0,4
Otu615,0,0,1,0,0,1,0,0,2,3,2,3,0,1,3,1,2,0,2,2,0,0,0,0,1,0,2,1,5,2,4,0,0,0,0,0,2,0,0,1,0,2
Otu722,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,2,0,0,1,0,0,1,0
Otu847,0,3,1,2,1,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,1,0,1,1,0,4,2,1,0
Otu916,0,0,0,0,0,1,0,1,0,0,2,0,2,3,4,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Otu724,1,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3,2,0,1,0,0,1,0,2,1,0,5,3,1,7,0,2,0,1,0,1,0
Otu223,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,7,3,2,0,2,0,4,0,2,11,11,2,10,0,2,33,0,2,0,3,0,0,1,0,0
Otu2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,1
Otu1983,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu891,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,5,2,0,0,1,0,3,0,0,0,0,0
Otu1035,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Otu2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
Otu2063,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu553,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,10,0,4,0,0,0,4,0,2,0,0,0,0,0
Otu1038,0,0,0,4,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Otu1090,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
Otu1799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Otu2192,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu344,3,21,0,0,0,1,1,0,5,1,2,0,1,1,2,1,8,8,7,5,10,9,2,1,2,5,4,1,22,11,19,6,17,0,5,8,16,0,0,2,0,3
Otu696,0,2,0,0,1,0,0,2,11,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
Otu2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
Otu1390,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,1,2,0,4,1,1,1,2,0,0,0
Otu1539,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2337,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2031,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,16,4,2,5,0,0,1,0,0,0,0,0,0,0
Otu1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Otu2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Otu721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22,0,0,0,0,0
Otu2505,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu426,0,9,1,0,0,0,0,2,1,2,5,2,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,1
Otu818,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Otu32,2,3,22,20,205,1,10,14,0,1,1,10,0,1,2,10,1,3,1,2,0,4,1,0,2,0,1,1,0,1,0,0,3,6,0,1,1,29,12,13,18,12
Otu1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu694,3,3,0,0,0,0,0,0,0,0,1,1,0,11,0,0,1,0,2,0,1,1,1,4,0,1,2,1,0,2,0,7,3,0,0,0,3,0,0,0,0,0
Otu1455,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otu63,0,6,1,10,37,7,4,28,0,10,0,10,5,1,4,2,8,2,4,2,7,2,1,9,1,7,0,8,0,2,1,4,1,0,4,1,5,0,768,8,7,11
Otu206,1,0,1,0,0,0,0,0,65,1,0,0,0,0,0,1,3,1,0,2,0,0,1,0,0,41,185,12,1,0,2,0,2,0,1,1,0,0,0,0,0,0
Otu1596,0,2,1,0,0,0,0,1,1,0,2,0,2,0,0,0,1,0,0,0,2,1,1,0,0,2,0,0,1,6,1,3,4,0,3,0,0,0,0,0,0,1
Otu2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Otu236,4,77,3,5,0,5,3,4,438,6,4,6,26,2,12,4,664,2,6,2,30,0,5,8,6,7,11,147,8,20,74,12,191,1,7,2,11,0,3,1,4,1
Otu1381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Otu2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Otu1069,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0
Otu1497,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
Otu1814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Otu860,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu2242,0,0,0,1,0,0,0,0,2,4,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,2,0,0,0,0,0,0,3
Otu319,0,0,7,0,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,2,14,0,1
Otu1910,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0
Otu1740,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Otu1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu845,0,2,0,0,0,0,0,0,5,0,0,0,0,0,1,3,6,0,2,0,3,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1
Otu2250,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0
Otu1730,0,0,1,2,0,1,0,0,1,4,0,0,0,0,7,0,5,0,2,1,0,1,0,152,1,0,0,1,0,3,0,2,1,0,0,0,0,1,1,0,0,0
Otu2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11
Otu2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2211,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu172,1,2,0,2,0,3,0,0,1,150,0,5,1,0,4,0,10,0,1,0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,2,0,0,0,2,0,0,0
Otu1866,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1029,1,1,0,0,0,19,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1974,1,0,0,0,0,0,0,1,2,2,0,1,0,0,2,0,2,0,1,1,0,2,0,1,1,0,0,1,0,1,2,0,0,0,0,0,1,0,1,2,0,2
Otu2134,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
Otu652,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0
Otu194,2,10,0,0,0,0,0,0,2,2,0,1,0,2,2,0,4,3,4,0,8,3,0,1,9,1,0,1,4,26,1,6,2,0,5,4,3,0,0,0,0,1
Otu1947,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2577,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0
Otu1237,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu807,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,47,0
Otu1019,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Otu856,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0
Otu1639,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2
Otu1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Otu71,1,2,5,4,4,11,6,8,1,27,0,8,1,2,5,9,19,0,0,0,2,1,0,0,0,1,0,0,1,1,0,2,0,64,1,0,0,0,13,15,6,5
Otu2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
