,SAT01,SAT10,SAT11,SAT12,SAT13,SAT14,SAT15,SAT16,SAT17,SAT18,SAT19,SAT02,SAT20,SAT21,SAT22,SAT23,SAT24,SAT25,SAT26,SAT27,SAT28,SAT29,SAT03,SAT30,SAT31,SAT32,SAT33,SAT34,SAT35,SAT36,SAT37,SAT38,SAT39,SAT04,SAT40,SAT41,SAT42,SAT05,SAT06,SAT07,SAT08,SAT09
Otu535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,6,0,0,0,0,0,0,1
Otu2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0
Otu2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0
Otu2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0
Otu817,0,0,0,1,2,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0
Otu409,0,1,0,0,0,3,0,0,1,94,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0
Otu129,1,42,12,18,0,5,1,6,9,16,0,38,5,32,45,50,13,7,0,13,14,0,12,5,8,0,20,8,14,3,4,23,15,0,22,1,21,0,32,7,1,11
Otu2,59,158,515,354,262,223,235,266,76,488,80,192,50,266,662,360,214,54,59,147,70,467,84,698,544,265,48,101,44,48,33,39,1214,244,27,60,29,744,209,482,102,264
Otu1295,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,1,1,2,1,0,2,0,3,0,4,1,0,0,0,0
Otu199,31,14,4,5,0,0,3,0,8,1,7,0,8,2,0,6,5,2,30,0,0,0,2,0,3,0,71,2,34,1,88,35,23,0,67,12,0,0,0,0,0,22
Otu2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Otu1993,2,9,41,20,0,0,0,4,0,0,1,7,1,1,1,3,1,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,8,1,1,11,11
Otu134,0,2,0,2,0,2,0,4,0,103,0,6,0,0,352,0,2,0,2,0,8,0,0,2,0,1,0,2,0,1,0,89,0,0,6,0,2,0,3,0,6,0
Otu285,2,2,34,52,81,63,158,23,2,21,36,15,0,0,9,24,6,3,4,4,2,6,6,1,2,1,3,2,2,2,3,1,2,56,2,4,1,23,59,89,38,12
Otu251,1,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,5
Otu2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu637,0,0,0,1,0,0,0,1,0,1,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,5,3,0,0,0,0,10,2,0
Otu1142,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0
Otu1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Otu183,4,3,0,0,0,0,0,0,0,3,1,0,0,5,1,0,8,11,3,2,11,7,2,0,2,6,7,2,15,44,11,10,58,0,15,1,16,2,1,0,0,4
Otu684,0,2,0,0,1,0,0,0,0,0,9,0,0,1,4,2,3,1,2,6,0,0,1,0,0,0,0,0,0,4,1,0,3,1,27,12,0,0,1,0,2,3
Otu1113,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0
Otu740,1,0,0,0,0,0,0,0,15,1,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Otu184,1,2,5,4,3,2,1,4,2,0,3,11,0,2,4,2,2,2,1,1,1,1,2,1,0,2,2,0,9,85,6,3,37,2,3,42,1,0,5,2,0,0
Otu27,8,18,2,19,3,18,3,6,5,92,1,28,7,15,575,21,27,3,8,7,59,41,0,17,0,13,0,36,0,11,0,7,0,4,8,1,6,11,10,5,8,4
Otu867,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu1062,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,2,0,0,1,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Otu814,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,2,0,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Otu2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu485,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0
Otu695,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2,0,0,3,0,1,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,46
Otu1250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,0,0,0,0,0,0
Otu2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otu1101,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,4,3,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0
Otu1657,2,7,12,9,21,2,10,16,2,4,6,3,1,3,2,2,11,2,5,1,1,10,0,2,0,0,0,1,1,0,5,0,3,14,2,2,0,22,12,10,21,17
Otu899,0,1,15,5,9,1,2,4,0,0,15,131,3,0,0,3,1,0,2,0,0,0,1,1,0,1,1,0,0,2,0,2,1,4,0,1,1,0,16,5,1,9
Otu679,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,7,3,0,0,0,0,0,4,6,0,0,1,0,0,0,0,0,0,0
Otu1076,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,3,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2358,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2610,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu336,0,2,0,0,0,0,0,2,6,4,3,0,0,2,5,2,4,1,0,1,0,0,0,4,3,0,1,0,2,0,0,0,0,2,1,4,1,1,0,1,1,1
Otu2619,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0
Otu2021,11,8,1,1,3,1,0,1,12,5,10,0,2,5,3,0,5,35,47,2,7,31,1,8,6,10,30,7,56,35,95,45,8,0,10,20,40,0,0,1,4,1
Otu753,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Otu1599,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2290,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0
Otu1498,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1989,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,0,0,0,1,0,2,0,0,2,0,0,0,3,0,0,0,0
Otu1031,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0
Otu2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
Otu913,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Otu1074,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,13,1,0,1,0,0,0,0,0,0,0,0,0
Otu1964,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1972,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
Otu459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Otu1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
Otu1460,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,3,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0
Otu1134,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu981,0,0,0,0,0,2,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Otu1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Otu89,1,0,2,0,0,0,41,2,3,0,0,0,5,1,0,3,0,2,0,1,0,0,1,0,0,2,1,0,0,0,0,0,2,52,1,1,0,9,0,17,7,64
Otu121,0,0,1,0,0,0,0,2,0,2,1,1,1,0,2,1,1,6,5,0,1,0,0,1,0,31,8,4,94,1,9,292,2,0,4,0,42,0,1,0,0,0
Otu1082,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,3,1,1,16,3,0,2,3,11,2,2,4,2,5,4,0,0,1,15,0,0,0,0,2
Otu1679,0,0,1,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Otu1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otu1281,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Otu1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,3,0,0,0,0,0,0
Otu2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,1,85,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Otu1914,1,0,1,0,0,0,0,7,0,2,0,0,0,3,0,6,1,0,1,0,0,2,0,0,5,6,9,0,3,20,0,0,2,0,6,0,1,1,2,2,1,0
Otu1392,1,5,1,1,0,0,1,0,4,2,4,0,0,44,3,1,2,1,0,0,3,3,2,0,0,4,4,1,5,7,5,4,82,0,7,2,8,0,0,1,0,3
Otu1342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1037,0,0,0,0,0,0,0,0,0,3,1,0,1,2,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
Otu787,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13
Otu543,1,1,2,1,0,0,0,0,0,2,3,0,5,2,0,0,0,0,0,3,7,0,1,7,0,2,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
Otu1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Otu2127,0,4,1,0,0,0,0,0,2,0,1,2,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1
Otu146,1,0,0,0,0,0,1,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Otu259,0,43,0,0,0,2,0,1,2,1,0,0,2,4,2,2,8,9,5,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,12,0,11
Otu1332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu945,0,0,1,3,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,12,0,7,0,1,1,0,0,0,0,1,0,2,0
Otu1013,4,1,0,0,0,0,0,1,4,1,3,0,2,0,0,1,3,6,0,0,0,0,19,1,0,7,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Otu1987,0,0,2,0,0,0,1,0,4,0,0,0,0,1,1,2,0,1,0,1,0,0,0,1,0,0,0,0,2,0,1,0,15,0,0,0,0,0,0,0,0,0
Otu495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,1,0,0,0,0,5,32,0,4,11,0,10,1,2,0,0,0,0,0
Otu93,19,6,0,5,10,4,0,21,1,129,4,7,21,17,30,14,0,0,3,48,40,1,4,102,128,57,1,2,4,209,99,1,0,54,4,1,64,1,5,14,7,8
Otu1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu2039,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu152,1,0,2,0,0,0,0,1,2,0,4,0,1,4,1,0,2,12,9,12,14,9,3,3,5,15,3,2,3,2,10,20,11,0,20,1,9,1,0,2,1,0
Otu1252,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
Otu2101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1958,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Otu1724,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Otu2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0
Otu1162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
Otu2170,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Otu1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0
Otu2125,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2053,0,0,0,2,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Otu1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Otu187,0,2,8,3,0,9,3,1,0,21,3,2,16,6,13,5,2,0,0,0,1,0,6,10,1,0,0,1,0,0,0,0,2,1,6,1,0,0,1,7,2,4
Otu1996,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Otu286,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0
Otu2079,2,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu691,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40,0,0,0,0,0
Otu703,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,15,2,0,0,1,2,4,0,6,0,2,3,0,0,2,0,2,0,0,0,0,0
Otu1913,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu101,3,1,2,1,2,0,8,9,4,5,205,0,0,3,0,5,2,1,0,2,0,1,18,3,1,2,4,0,4,0,1,0,5,24,0,2,0,4,2,17,5,18
Otu1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Otu227,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,60,0,0,9,51,0,61,0,1,0,0,0,0,0,0,0
Otu1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
Otu2095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,3,0,0,0,0,0
Otu211,1,0,0,0,0,0,0,4,2,3,2,68,0,1,2,1,2,0,2,1,1,0,2,2,13,0,3,3,0,2,16,1,0,7,2,0,33,0,1,12,0,0
Otu2303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Otu307,0,0,5,2,3,5,2,1,10,6,10,11,0,5,5,12,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,8,0,0,0,1,1,0,3,1
Otu2108,0,0,0,0,0,0,2,0,1,0,2,0,7,3,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Otu739,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Otu2071,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
Otu2569,0,12,0,0,0,1,0,6,3,26,0,4,0,0,3,3,17,0,3,8,32,0,0,11,9,0,0,5,0,2,0,2,0,4,0,0,1,5,1,5,0,4
